reviewer_name,content,full_url,rating,time,owner_replied,owner_reply
Melissa. Swz,"(Translated by Google) Out of 3 rooms, 3 were dirty!
- Hair in the shower, sink and on the floor.
- Chairs were completely stained!
- the old heaters were probably dusted for the last time a year ago.
- 1€ found in the middle of the carpet in the room. Shows the vigor of the cleaning crew ….

—
Breakfast was booked extra!
After feedback from our side that we didn't want it due to the unclean room, we were told that it wasn't bookable.
We asked for the number from management to complain.
The lady was very friendly and is now trying to clarify the problem. However, she could not give us a promise. wait !

(Original)
Von 3 Zimmer waren drei schmutzig!
- Haare in der Dusche, Waschbecken und auf dem Boden.
- Stühle waren komplett befleckt!
- die alten Heizungen wurden wohl das letzte mal vor einem Jahr entstaubt.
- 1€ mitten auf dem Teppich im Zimmer gefunden. Zeigt den Elan der Putzkolonne ….

—
Frühstück wurde extra gebucht!
Nach Rückmeldung von unserer Seite , dass wir es nicht wünschen aufgrund der unsauberen Zimmer wurde uns mitgeteilt, dass es nicht Ausbuchbar ist.
Wir haben nach der Nummer vom Management gefragt, um uns zu Beschwerden.
Die Dame war sehr sehr freundlich und versucht nun das Problem zu klären. Jedoch konnte sie uns noch keine Zusage geben. Abwarten !",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2NDZUWlRnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC646TZTg%7CCgwI9u_ziQYQkM7eqwM%7C?hl=en-US,1,a year ago,False,
Sara Böning,"(Translated by Google) Unfortunately not very recommendable for hotel guests. Checking in took a long time when we arrived because there was a distinction between hotel guests and club guests.
The rooms are very nice, but unfortunately one of the two was very dirty and was cleaned halfway when requested.
In the evening we wanted to eat something there in the restaurant after we had a long drive. There you stood in front of a door unfortunately renovation. Ok we went to the reception and asked. There is a sky lounge upstairs. But they only had juices and croissants and no menu. We back down there it said only we are in Berlin there are enough. When I asked if it wouldn't make sense to point out to the guest when they checked in that there was no food, I didn't get an answer.
Next day for breakfast, which was very sobering, there were ready-made hard dry rolls. For everyone a fruit salad and an egg and a croissant. That's it already. For €12 I expect a little more.
Every cheaper hotel has a better breakfast.
Well, we were able to cancel the breakfast after a long request, when I said it was the worst breakfast I've ever had in the hotel, there was no response from the staff.
Criticism is simply ignored here. Otherwise the staff is quite friendly. However, one has the feeling that hotel guests who are not members of the club are not so welcome.
We had to register for the pool, luckily we still got a place, because there was no information on the homepage about registrations, restaurant conversions and so on.
The pool is very nice. But we wouldn't come back for the money!

(Original)
Leider nicht sehr empfehlenswert für Hotelgäste. Bei Ankunft hat das einchecken lange gedauert, weil dort unterschieden wurde in Hotelgäste und Clubgäste.
Die Zimmer sind sehr schön, eins von beiden war aber leider sehr dreckig, wurde nach Aufforderung halbwegs gereinigt.
Abends wollten wir was essen gehen dort im Restaurant, nachdem wir eine lange Anfahrt hatten. Da stand man vor einer Tür leider Umbau. Ok wir zur Rezeption und haben gefragt. Oben gibt es eine sky lounge. Die hatte aber nur Säfte und Croissants und keine Karte. Wir wieder nach unten da hieß es nur wir sind in Berlin da gibt es genug. Auf meine Frage ob es nicht sinnvoll wäre den Gast beim einchecken darauf hinzuweisen, dass es kein Essen gibt, bekam ich keine Antwort.
Nächsten Tag zum Frühstück, welches sehr ernüchternd war, es gab fertig belegte harte trockenen Brötchen. Für jeden einen Obstsalat und ein Ei und ein Croissant. Das war es auch schon. Für 12€ erwarte ich da etwas mehr.
Jedes günstigere Hotel hat ein besseres Frühstück.
Gut wir konnten nach langer Nachfrage das Frühstück abbestellen, als ich sagte es war das schlechteste Frühstück, welches ich jemals im Hotel hatte, gab es wieder keine Rückmeldung vom Personal.
Kritik ignoriert man hier einfach. Ansonsten ist das Personal an sich ganz freundlich. Man hat allerdings das Gefühl das Hotelgäste die keine Clubmitglieder sind nicht so gern gesehen werden.
Für den Pool mussten wir uns anmelden, haben zum Glück noch einen Platz bekommen, denn auf der Homepage gab es keinerlei Hinweise auf Anmeldungen, Restaurantumbau und so weiter.
Der Pool ist sehr schön. Aber wiederkommen würden wir für das Geld nicht!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2NExLSFJnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC64LKHRg%7CCgwIv4WliQYQ0IusygM%7C?hl=en-US,2,a year ago,False,
ben_there_ben_that,"(Translated by Google) Always free equipment and a super nice swimming pool

(Original)
Immer freie Geräte und ein super schönes Schwimmbad",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQtdEtfRjBBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID-tK_F0AE%7CCgwI-t3zmwYQsNm_gwI%7C?hl=en-US,5,a month ago,True,"(Translated by Google) Thank you Ben...our goal is to always give you the opportunity to find free equipment, free courses and enough space in our club to pursue your favorite sport with our large variety of sports. We wish you lots of fun, fitness and relaxation with us,
best regards
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Vielen Dank Ben...unser Ziel ist es, mit unserer großen Sportvielfalt immer die Möglichkeit zu geben, freie Geräte, freie Kurse und genügend Platz in unserem Club zu finden um seinem Lieblingssport nachzugehen. Wir wünschen weiterhin viel Spaß, Fitness und Entspannung bei uns,
beste Grüße
Sandra Schmalzried
General Manager
Aspria Berlin"
DLZ N.,"(Translated by Google) Our family has been a member here for over 10 years. The unchanged beautiful ambience, well-maintained, versatile equipment and a wide range of courses are to be emphasized. The wellness area is also very well maintained, clean and aesthetic. So far, I have noticed negatively the communication with the trainers, who are too non-binding. Our son's paid coach left without any notice or a replacement coach. Promised reminders about the training program do not come. The service is otherwise very customer-oriented and friendly, the problems are solved and taken seriously. Unfortunately not a matter of course in Berlin. Oh yes, the pool is a highlight!

(Original)
Unsere Familie ist seit über 10 Jahren Mitglied hier. Unverändert schönes Ambiente, gut gewartete, vielseitige Geräte und ein breites Kursangebot sind hervorzuheben. Auch der Wellness-Bereich ist sehr gepflegt, sauber und ästhetisch. Negativ ist mir bisher die Kommunikation mit den Trainern aufgefallen, die zu unverbindlich sind. Der bezahlte Trainer von unserem Sohn ist gegangen, ohne dass wir eine Mitteilung oder einen Ersatztrainer bekommen haben. Zugesagte Erinnerungen an das Trainingsprogramm kommen nicht. Der Service ist ansonsten sehr kundenorientiert und freundlich, die Probleme werden gelöst und ernst genommen. Leider keine Selbstverständlichkeit in Berlin. Ach ja, der Pool ist ein Highlicht!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhOXZHR1p3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICa9vGGZw%7CCgwIoJCViAYQqN6VlwM%7C?hl=en-US,4,a year ago,False,
Jana M,"(Translated by Google) Fitness, wellness and pool all inclusive. Super competent and friendly staff. Top!

(Original)
Fitness, Wellness und Pool all inklusive. Super kompetentes und freundliches Personal. Top!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNPN19fMFNnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICO7__0Sg%7CCgwIotHRlQYQuK6EhAI%7C?hl=en-US,5,6 months ago,True,"(Translated by Google) We are glad that you had a great day at the Aspria Berlin.
Thank you very much for your time and the nice feedback,
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Wir freuen uns, dass Du einen tollen Tag im Aspria Berlin hattest.
Herzlichen Dank für deine Zeit und das schöne Feedback,
Sandra Schmalzried
General Manager
Aspria Berlin"
Jakob Jakobowski,"(Translated by Google) Best place to stay near the exhibition center/Olympic stadium.

Great rooms, delicious breakfast, very nice staff and you can only rave about the gym and spa area anyway.

The RTL crew thanks you again for your cooperation and looks forward to coming back in December.

VG
Jacob

(Original)
Beste Unterkunft in der Nähe der Messe/Olympiastadions.

Tolle Zimmer, leckeres Frühstück, sehr nettes Personal und vom Gym & Spa Bereich kann man sowieso nur schwärmen.

Die RTL Crew bedankt sich nochmals für sie Zusammenarbeit und freut sich im Dezember wiederzukommen.

VG
Jakob",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHZy1uT0p3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICGg-nOJw%7CCgwI7aKgjAYQ2IOPzgI%7C?hl=en-US,5,a year ago,True,"(Translated by Google) Jacob! Thank you for the nice words and the praise. Thank you for being our guests. See you soon, Sandra Schmalzried GM Aspria Berlin

(Original)
Jakob! Vielen Dank für die schönen Worte und das Lob. Vielen Dank, dass ihr unsere Gäste wart. Bis bald, Sandra Schmalzried GM Aspria Berlin"
Ale X,"(Translated by Google) A nice hotel with a focus on fitness and spa. I'd love to come back

(Original)
Ein schönes Hotel mit dem Schwerpunkt Fitness und Spa. Komme gerne wieder",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1OE1QVkpnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDu8MPVJg%7CCgwI88fVlwYQsLnW7gI%7C?hl=en-US,5,4 months ago,True,"(Translated by Google) We look forward to our next visit and hope that there will be enough time to enjoy sports, wellness and the atmosphere.
Greetings
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Wir freuen uns auf den nächsten Besuch und hoffen, dass auch dann wieder genug Zeit ist um Sport, Wellness und Atmosphäre zu genießen.
Herzlichen Gruß
Sandra Schmalzried
General Manager
Aspria Berlin"
B&J HERICOURT,"(Translated by Google) Modern hotel at one time but a little aging. Air conditioning ineffective in our room which was however large and comfortable. We appreciated being able to park in front of the hotel for free.

(Original)
Hotel moderne à une époque mais un peu vieillissant. Climatisation inefficace dans notre chambre qui était cependant grande et confortable. On a apprécié de pouvoir se garer devant l'hôtel gratuitement.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNhN05pakRnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICa7NijDg%7CCgwIzqr0hwYQoNn55AI%7C?hl=en-US,4,a year ago,False,
Markus Meister,"(Translated by Google) One of my absolute favorite hotels in Berlin with free fitness center, pool and sauna (with long opening hours in the evening). 😍

Also to be highlighted is the very friendly, helpful staff at the front desk, as well as the good cleaning staff, who keep everything very clean.

As of October 2021, it is necessary to reserve a time slot for use (of 1 hour) for the pool. This is possible immediately after booking and not after checking in, as is the case with some hotels.

No reservation of a time slot is required for the fitness center and sauna (as of December 2021).

(Original)
Eines meiner absoluten Lieblingshotels in Berlin mit kostenfreiem Fitness-Center, Pool und Sauna (mit langen Öffnungszeiten am Abend). 😍

Hervorzuheben ist auch das sehr freundliche, hilfsbereite Personal an der Rezeption sowie die guten Putzkräfte, die alles sehr sauber halten.

Stand Oktober 2021 ist es notwendig, dass man für den Pool einen Zeit-Slot für die Nutzung (von 1 Stunde) reserviert. Das ist bereits direkt nach der Buchung möglich und nicht wie bei manchen Hotels erst nach dem Einchecken.

Für Fitness-Center und Sauna ist keine Reservierung eines Zeitfensters erforderlich (Stand Dezember 2021).",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM2N0l5aElBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC67IyhIA%7CCgwIucPKjQYQsOrt0AM%7C?hl=en-US,5,a year ago,True,"(Translated by Google) Dear Master,
thank you very much for this nice feedback. We are very happy when the service we offer is so well received and goes down well. The sporting component of the Aspria Wellbeing Club is definitely our flagship and we are happy if our hotel guests use it during their stay.
With kind regards
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Sehr geehrter Herr Meister,
herzlichen Dank für dieses schöne Feedback. Wir freuen uns sehr, wenn der Service, den wir bieten so gut angenommen wird und auch ankommt. Definitiv ist die sportliche Komponente des Aspria Wellbeing Clubs unser Aushängeschild und freuen uns, wenn unsere Hotelgäste dies auch nutzen während des Aufenthalts.
Mit herzlichen Grüßen
Sandra Schmalzried
General Manager
Aspria Berlin"
Christian Gregor,"(Translated by Google) I've been a member there for a few years.
It is a very large house with a lot of great possibilities 'a pool there and many courses throughout the house'
Anyone who has a lot of time like me can feel like on vacation there. No wishes remain unfulfilled - it is also a hotel with
Restaurant 'with saunas' on the roof terrace with loungers in the sun and
a bar. Highly recommended for fitness, relaxation and wellbeing and also with child care

(Original)
Ich bin schon einige Jahre dort Mitglied.
Es ist ein sehr großes Haus mit sehr vielen tollem Möglichkeiten' einen Pool dort und im ganzen Haus viele Kurse'
wer wie ich viel Zeit hat kann sich dort wie  im Urlaub fühlen. Keine Wünsche bleiben offen' es ist ausserdem auch ein Hotel mit
Restaurant' mit Saunen' auf der Dachterrasse mit Liegen in der Sonne und
eine Bar. Sehr zu empfehlen für die Fitness' Entspannung und Wohlfühlen und auch mit Kinderbetreuung",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURDM3J1NXNBRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDC3ru5sAE%7CCgwI0u3s-wUQgPSB0QE%7C?hl=en-US,5,2 years ago,False,
Mike Borth,"(Translated by Google) My club for years. Very clean and the team nice and accommodating. I love the spa area

(Original)
Seit Jahren mein Klub. Sehr sauber und das Team nett und zuvorkommend. Ich liebe den Spa Bereich",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNBa04yZFd3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICAkN2dWw%7CCgsIx_rNlQYQ4LDOaA%7C?hl=en-US,5,6 months ago,True,"(Translated by Google) Mike! Thanks very much! We are happy when you are happy!

To many more years
Sandra Schmalzried
General manager
Aspria Berlin

(Original)
Mike! Dankeschön! Wir sind glücklich, wenn Du glücklich bist!

Auf viele weitere Jahre,
Sandra Schmalzried
General Manager
Aspria Berlin"
Erwin Janzen,"(Translated by Google) The hotel is great. Some of the guests didn't go at all! Is a sports/fitness/wellness hotel, so the people are like that. More healthy than tasty for breakfast...

(Original)
Das Hotel ist super. Die Gäste gingen teilweise garnicht! Ist ein Sport/Fitness/Wellness Hotel, dementsprechend sind die Leute. Zum Frühstück eher gesund als lecker...",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHbUozTzR3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDGmJ3O4wE%7CCgsIpO3TjAYQ8ILCXg%7C?hl=en-US,4,a year ago,False,
berlin young,"(Translated by Google) The best fitness temple in Berlin, I've been keeping fit there for more than 18 years.
Many courses, a large pool, great trainers and a very nice audience in all age groups, 🤗 it feels sooo good

(Original)
Der beste Fitness Tempel Berlins, ich halte mich mehr als 18 Jahre dort fit.
Viele Kurse, ein großer Pool, tolle Trainer und sehr nettes Publikum in allen Altersgruppen, 🤗 es tut sooo gut",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURxd29ENmRBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDqwoD6dA%7CCgsIr4_9hgYQyL_seQ%7C?hl=en-US,5,a year ago,True,"(Translated by Google) Oh WOW - thank you so much! Here's to the next 18 years with us at the Aspria.
With best regards,
Sandra Schmalzried GM

(Original)
Oh WOW - vielen lieben Dank! Auf die nächsten 18 Jahre mit Dir bei uns im Aspria.
Mit den besten Grüßen,
Sandra Schmalzried GM"
Kai Kummert,"(Translated by Google) Sports, spa and wellness on 5 floors, swimming pool, extensive range of courses, great service, friendly and helpful, good hygiene. International audience and sometimes a bit crowded, not only in the swimming pool.

(Original)
Sport, Spa und Wellness auf 5 Etagen, Schwimmbad, umfangreiches Kursangebot, toller Service, freundlich und hilfsbereit, gute Hygiene. Internationales Publikum und manchmal etwas voll, nicht nur im Schwimmbad.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURtdU9pdVpnEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDmuOiuZg%7CCgwI3ICajwYQ0M-7-wE%7C?hl=en-US,5,11 months ago,True,"(Translated by Google) Mr Kummert! Thanks! It means a lot to us to read that our work, commitment and wellbeing concept is so well received by you. We are constantly working to continue this way. Despite and/or because of the current measures, to offer you a safe place to relax.
Best regards
Sandra Schmalzried
General manager

(Original)
Herr Kummert! Danke! Uns bedeutet es viel zu lesen, dass unsere Arbeit, Engagement und Wellbeing Konzept so gut bei Ihnen ankommt. Wir bleiben stetig dran, dies so fortzuführen. Trotz und/oder wegen der momentanen Maßnahmen Ihnen einen sicheren Ort zum Entspannen zu bieten.
Beste Grüße
Sandra Schmalzried
General Manager"
Lei JIN,"(Translated by Google) Staff are friendly, highly recommended

(Original)
员工都很友善，很值得推荐",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURlaHJ1VkxBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDehruVLA%7CCgsIpr-HmgYQ0M_WdQ%7C?hl=en-US,5,3 months ago,True,"👍🏻 Thank so much for this beautiful feedback and the honours to my team.
Sincerely
Sandra Schmalzried
General Manager
Aspria Berlin"
K. Hartmann,"(Translated by Google) A real temple of fitness. From strength training to endurance or relaxation in the sauna and on the roof terrace. Everything is available... and super competent trainers.

(Original)
Ein wirklicher Fitnesstempel. Von Krafttraining über Ausdauer oder Entspannung in der Sauna und auf der Dachterrasse. Alles ist vorhanden...und super kompetente Trainer.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUMyc0xPU0F3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC2sLOSAw%7CCgsIvd7LkgYQqJz5Bg%7C?hl=en-US,5,8 months ago,False,
Mario Kratschmann,"(Translated by Google) We stayed for 3 nights and were happy with some things but also very unhappy! For example, on the day of our arrival, you will be greeted impolitely and you will not be met with, for example, if the room is ready, we will let you know! Or another case where the bartender looks at you stupidly when you order something to drink or can't sit where you want because it's too much work for him. Despite everything, it was a great location, a lot of fitness facilities and many courses and relaxation and the room was also very nice! And we liked Berlin!

(Original)
Wir haben für 3 Nächte übernachtet und waren mit einigen Sachen zufrieden aber auch sehr unzufrieden! Wie zum Beispiel am Tag unserer Anreise wird man direkt unhöflich empfangen und es wird einem nicht entgegen gekommen mit zum Beispiel wenn das Zimmer fertig ist melden wir uns ! Oder ein anderer Fall, dass man vom Barkeeper blöd angeschaut wird wenn man etwas zu Trinken bestellt oder nicht sitzen kann wo man möchte weil es für ihn zu viel Arbeit ist. Trotz allem war es eine top Lage, sehr viele Fitnessmöglichkeiten und viele Kurse und Entspannung und das Zimmer war auch sehr schön ! Und uns hat Berlin gefallen !",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURVcGRESjBRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDUpdDJ0QE%7CCgwI2_ug6wUQoPvT3wI%7C?hl=en-US,3,3 years ago,True,"(Translated by Google) Dear Mario,

Thank you for your feedback and rating of our club. Thank you for taking the time to do this.

We have already shared the points of criticism you noted with the team and will do our best to improve our service accordingly.
We are pleased that you liked our rooms, our location and our fitness and wellness facilities so much.

As we are constantly striving to improve our visitor's experience, we would appreciate if you could share any additional information with us.

For additional comments and feedback, we are always available at the following contact number/ email: 030 890 6888 68/ resbe@aspria.de.

We would be very happy if you visit us again soon.

Kind regards

Your Aspria team

(Original)
Lieber Mario,

wir danken Ihnen für ihr Feedback und die Bewertung unseres Clubs. Danke, dass Sie sich die Zeit dafür genommen haben.

Ihre angemerkten Kritikpunkte haben wir gern bereits im Team geteilt und werden dort unser Bestes geben, unseren Service dahingehend zu verbessern.
Es freut uns, dass Ihnen aber unsere Zimmer, unsere Lage sowie unsere Fitness- und Wellnessmöglichkeiten so gut gefallen haben.

Da wir durchgehend bemüht sind die Erfahrung unser Besucher zu verbessern, würden wir uns freuen wenn Sie weitere Informationen mit uns teilen könnten.

Für zusätzliche Kommentare und Feedback stehen wir Ihnen jederzeit unter folgender Kontaktnummer/ Email zur Verfügung : 030 890 6888 68/ resbe@aspria.de.

Wir würden uns sehr freuen, wenn Sie uns bald wieder besuchen kommen.

Mit freundlichen Grüßen

Ihr Aspria Team"
Daniel Anczok,"(Translated by Google) I've been a member for 4 months and I'm really excited -> the courses are outstanding, the facility is clean, the staff is friendly and some members have already become friends.
The price is absolutely justified for me and also an extra motivation to visit the club very often, so that it is also worthwhile. :D

(Original)
Ich bin seit 4 Monaten  Mitglied und schwer begeistert -> die Kurse sind überragend, die Anlage sauber, das Personal freundlich und einige Mitglieder wurden schon zu Freunden.
Der Preis ist für mich absolut gerechtfertigt und außerdem noch eine extra Motivation den Club sehr häufig aufzusuchen, damit es sich auch lohnt. :D",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUM0cXQ3am1RRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC4qt7jmQE%7CCgsIt9ne5wUQ4PjUXg%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Daniel,

Thank you for the excellent rating of our club.

We are very happy that you like Aspria so much.

If you have any further comments or feedback to share with us, we are available on the following contact number: 030 890 6888 68.

Kind regards

Your Aspria team

(Original)
Lieber Daniel,

wir danken Ihnen für die hervorragende Bewertung unseres Clubs.

Wir freuen uns sehr, dass Ihnen Aspria so großartig gefällt.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer zur Verfügung : 030 890 6888 68.

Mit freundlichen Grüßen

Ihr Aspria Team"
alanahnates,"(Translated by Google) Best area in Berlin! Best club in Berlin! Parking garage available. It's almost impossible to find parking outside. The club itself is superb, has everything you need and more! The high monthly fee is definitely worth it, the clientele is correspondingly high. I can only highly recommend the Aspria.👏🏼

(Original)
Beste Gegend Berlins! Bester Club Berlins! Parkhaus vorhanden. Draußen so gut wie nie Parkplätze zu bekommen. Der Club selber ist hervorragend, es gibt alles was man braucht und noch viel mehr! Die hohe Monatsgebühr ist es auf jeden Fall wert, das Klientel ist entsprechend gehoben. Ich kann das Aspria nur sehr empfehlen.👏🏼",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURNOXNYcFl3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDM9sXpYw%7CCgwIkIik8AUQ4MGGiQI%7C?hl=en-US,5,3 years ago,False,
Frederic,"(Translated by Google) This hotel is simply a concentrated pack of health. I could imagine that overweight people in particular can leave here with 10 kilos less after 7 days. Alternating between workouts, fitness classes, swimming in the pool, sauna and good sleep, this facility makes it so easy.

(Original)
Dieses Hotel ist einfach eine geballte Packung an Gesundheit. Ich könnte mir vorstellen, besonders Menschen mit Übergewicht können hier nach 7 Tagen mit 10 Kilo weniger herausgehen. Fitnesstraining, Fitnesskurse, Schwimmen im Pool, Sauna und guter Schlaf immer im Wechsel, diese Einrichtung macht es so einfach.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNZMEtma0lBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICY0KfkIA%7CCgwIr-f85AUQ8MS0ggI%7C?hl=en-US,5,3 years ago,False,
Martin S.,"(Translated by Google) Just great, friendly team and super equipped. The sauna landscape is fun and relaxation rooms are also offered here. A swimming pool is very nice. Unfortunately, appointments at the weekend are not possible for non-members (consultation and trial training).

(Original)
Einfach Super, freundliches Team und super ausgestattet. Die Sauna Landschaft macht Spaß und zusätzlich werden hier auch Ruheräume angeboten. Ein Schwimmbad ist sehr schön. Leider sind Termin am Wochenende für nicht Mitglieder nicht möglich (Beratung und Probetraining).",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNJcDVUY1lREAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICIp5TcYQ%7CCgwIluK64AUQzMWd_gE%7C?hl=en-US,4,4 years ago,True,"(Translated by Google) Dear Martin S,

Thank you for your feedback and the praise for our employees.

We are very pleased that you can enjoy your stay so much with our wide range of offers.
Contact us or talk to our reception team on site about day tickets for guests.

We look forward to welcoming you back to our club soon.

Best regards

Your Aspria team

(Original)
Lieber Martin S.,

vielen Dank für Ihr Feedback und das Lob an unsere Mitarbeiter.

Wir freuen uns sehr, dass sie Ihre Aufenthalte durch unser breitgefächertes Angebot so gut genießen können.
Kontaktieren Sie uns oder sprechen Sie gern unser Rezeption Team vor Ort bezüglich Tageskarten für Gäste an.

Wir freuen uns Sie bald wieder bei uns im Club begrüßen zu dürfen.

Herzliche Grüße

Ihr Aspria Team"
Maximilian,"(Translated by Google) Very nice and spacious premium fitness studio, which unfortunately has had a much worse range of courses (especially in terms of quality) over the past two years, and in particular has very poor customer service.

(Original)
Sehr schönes und geräumiges Premium Fitnessstudio, welches leider über die vergangenen zwei Jahre ein deutlich schlechteres Kursangebot (vor allem qualitativ) bekommen hat, sowie insbesondere einen sehr schlechten Kundenservice hat.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQyOHFfNzVnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID28q_75gE%7CCgwItvbtkwYQ4PCHuwI%7C?hl=en-US,3,7 months ago,False,
